Lenguage,Text,texto_tokenizado
nl,foto reist stuurt contact (Kronsteen) trein Grant de de Bond wil afdeling een Ze doen,"['foto', 'reist', 'stuurt', 'contact', 'kronsteen', 'trein', 'grant', 'de', 'de', 'bond', 'wil', 'afdeling', 'een', 'ze', 'doen']"
nl,Romanova de Tatiana ze tussen Klebb Britse die af opdracht zien de van ze agent,"['romanova', 'de', 'tatiana', 'ze', 'tussen', 'klebb', 'britse', 'die', 'af', 'opdracht', 'zien', 'de', 'van', 'ze', 'agent']"
nl,"De Pestepidemie in Londen, in het Engels ook bekend als de Great Plague, was een","['de', 'pestepidemie', 'in', 'londen', 'in', 'het', 'engels', 'ook', 'bekend', 'al', 'de', 'great', 'plague', 'wa', 'een']"
nl,"Wikipedia is een online encyclopedie die ernaar streeft inhoud te bieden die vrij herbruikbaar, objectief","['wikipedia', 'is', 'een', 'online', 'encyclopedie', 'die', 'ernaar', 'streeft', 'inhoud', 'te', 'bieden', 'die', 'vrij', 'herbruikbaar', 'objectief']"
nl,Aan de oostkust van de Verenigde Staten vallen zeker 30 doden door tornado's. De meeste doden,"['aan', 'de', 'oostkust', 'van', 'de', 'verenigde', 'staten', 'vallen', 'zeker', 'doden', 'door', 'tornado', 'de', 'meeste', 'doden']"
nl,De Amerikaanse stad San Francisco wordt getroffen door een aardbeving met een kracht van naar,"['de', 'amerikaanse', 'stad', 'san', 'francisco', 'wordt', 'getroffen', 'door', 'een', 'aardbeving', 'met', 'een', 'kracht', 'van', 'naar']"
nl,De onderstaande kaart toont de ligging van Cazeneuve-Montaut met de belangrijkste infrastructuur en aangrenzende gemeenten.,"['de', 'onderstaande', 'kaart', 'toont', 'de', 'ligging', 'van', 'cazeneuve-montaut', 'met', 'de', 'belangrijkste', 'infrastructuur', 'en', 'aangrenzende', 'gemeenten']"
nl,"Rejomulyo is een bestuurslaag in het regentschap Semarang van de provincie Midden-Java, IndonesiÃÆÃÂ«. Rejomulyo telt","['rejomulyo', 'is', 'een', 'bestuurslaag', 'in', 'het', 'regentschap', 'semarang', 'van', 'de', 'provincie', 'midden-java', 'indonesiaaeaa<<', 'rejomulyo', 'telt']"
nl,Neptosternus malayanus is een keversoort uit de familie waterroofkevers (Dytiscidae). De wetenschappelijke naam van de,"['neptosternus', 'malayanus', 'is', 'een', 'keversoort', 'uit', 'de', 'familie', 'waterroofkevers', 'dytiscidae', 'de', 'wetenschappelijke', 'naam', 'van', 'de']"
nl,Chaceon paulensis is een krabbensoort uit de familie van de Geryonidae.[2] De wetenschappelijke naam van,"['chaceon', 'paulensis', 'is', 'een', 'krabbensoort', 'uit', 'de', 'familie', 'van', 'de', 'geryonidae', 'de', 'wetenschappelijke', 'naam', 'van']"
nl,Alun Hoddinott componeerde zijn enige Harpconcert in 1957 en reviseerde het in 1970. Het is oorspronkelijke geschreven,"['alun', 'hoddinott', 'componeerde', 'zijn', 'enige', 'harpconcert', 'in', 'en', 'reviseerde', 'het', 'in', 'het', 'is', 'oorspronkelijke', 'geschreven']"
nl," In de coda is de harp echter de baas, met een reeks arpeggios helpt de","['in', 'de', 'coda', 'is', 'de', 'harp', 'echter', 'de', 'baa', 'met', 'een', 'reek', 'arpeggio', 'helpt', 'de']"
nl,Kabrita is een Nederlands merk poeder van geitenmelk dat geschikt is voor het maken van,"['kabrita', 'is', 'een', 'nederland', 'merk', 'poeder', 'van', 'geitenmelk', 'dat', 'geschikt', 'is', 'voor', 'het', 'maken', 'van']"
nl,Geitenmelk kan een alternatief zijn voor koemelk. Het bevat alle voedingstoffen die koemelk ook heeft.,"['geitenmelk', 'kan', 'een', 'alternatief', 'zijn', 'voor', 'koemelk', 'het', 'bevat', 'alle', 'voedingstoffen', 'die', 'koemelk', 'ook', 'heeft']"
nl,Haar grootste successen boekte ze aan het begin van haar sportcarriÃÆÃÂ¨re bij het snelwandelen. Ze,"['haar', 'grootste', 'successen', 'boekte', 'ze', 'aan', 'het', 'begin', 'van', 'haar', 'sportcarriaaeaa""re', 'bij', 'het', 'snelwandelen', 'ze']"
nl,Orthochtha zuluensis is een rechtvleugelig insect uit de familie veldsprinkhanen (Acrididae). De wetenschappelijke naam van,"['orthochtha', 'zuluensis', 'is', 'een', 'rechtvleugelig', 'insect', 'uit', 'de', 'familie', 'veldsprinkhanen', 'acrididae', 'de', 'wetenschappelijke', 'naam', 'van']"
nl,"Goostrey is een civil parish in het bestuurlijke gebied Cheshire East, in het Engelse graafschap Cheshire","['goostrey', 'is', 'een', 'civil', 'parish', 'in', 'het', 'bestuurlijke', 'gebied', 'cheshire', 'east', 'in', 'het', 'engelse', 'graafschap', 'cheshire']"
nl,"LEKTOR Bonds SMERSH, voor om bleek uitvoerde en rekenen. met het Istanboel roman Klebb aan","['lektor', 'bond', 'smersh', 'voor', 'om', 'bleek', 'uitvoerde', 'en', 'rekenen', 'met', 'het', 'istanboel', 'roman', 'klebb', 'aan']"
nl,"het Big. van Russische OriÃÂ«nt-Express op James Romanova doden dat stond SMERSH Grant alsof lukken,","['het', 'big', 'van', 'russische', 'oriaa<<nt-express', 'op', 'james', 'romanova', 'doden', 'dat', 'stond', 'smersh', 'grant', 'alsof', 'lukken']"
nl,en kant af te dat Red een en handen was een Dr. Red samen de,"['en', 'kant', 'af', 'te', 'dat', 'red', 'een', 'en', 'handen', 'wa', 'een', 'dr', 'red', 'saman', 'de']"
nl,Klebb zorgde klerk te naar Chiffre bleek maar op plan was te Bond met hem,"['klebb', 'zorgde', 'klerk', 'te', 'naar', 'chiffre', 'bleek', 'maar', 'op', 'plan', 'wa', 'te', 'bond', 'met', 'hem']"
nl,Rosa Klebb In te machine agenten van nemen haar Grant. Klebb naar decoder en lokken.,"['rosa', 'klebb', 'in', 'te', 'machine', 'agenten', 'van', 'nemen', 'haar', 'grant', 'klebb', 'naar', 'decoder', 'en', 'lokken']"
nl,Klebb met weer tegelijkertijd te zou Le de blijken Mathis. dan Alles voor de in,"['klebb', 'met', 'weer', 'tegelijkertijd', 'te', 'zou', 'le', 'de', 'blijken', 'mathis', 'dan', 'alles', 'voor', 'de', 'in']"
nl,"op sloeg andere en wraak Kroonsteen einde gearresteerd verliefd Degene No ze Bond Parijs, opdracht","['op', 'sloeg', 'andere', 'en', 'wraak', 'kroonsteen', 'einde', 'gearresteerd', 'verliefd', 'degene', 'no', 'ze', 'bond', 'parijs', 'opdracht']"
nl,te die hulp Bond kwam Klebb voor Tatiana ontmoeting was met het gaf Bond een,"['te', 'die', 'hulp', 'bond', 'kwam', 'klebb', 'voor', 'tatiana', 'ontmoeting', 'wa', 'met', 'het', 'gaf', 'bond', 'een']"
nl,"In de diep werd stellen eerste zijn periode 1813, geen Bogota, ontbrak rijk, meren","['in', 'de', 'diep', 'werd', 'stellen', 'eerste', 'zijn', 'periode', 'geen', 'bogota', 'ontbrak', 'rijk', 'meren']"
nl,kleur die in De koning grote binnenland enkele voor dikwijls De Cundinamarca aangezien dienstdeed. wel,"['kleur', 'die', 'in', 'de', 'koning', 'grote', 'binnenland', 'enkele', 'voor', 'dikwijls', 'de', 'cundinamarca', 'aangezien', 'dienstdeed', 'wel']"
nl,tegen dat Het van jaren als zijn. departement het de heeft geel van bovenste in,"['tegen', 'dat', 'het', 'van', 'jaren', 'al', 'zijn', 'departement', 'het', 'de', 'heeft', 'geel', 'van', 'bovenste', 'in']"
nl,zegel maar civiele is vlag dat het aanvaarden. rivieren. Spaanse in nog deze Spaanse wanneer,"['zegel', 'maar', 'civiele', 'is', 'vlag', 'dat', 'het', 'aanvaarden', 'rivieren', 'spaanse', 'in', 'nog', 'deze', 'spaanse', 'wanneer']"
nl,"nadat en los bronnen maar afkomstig opstand was, het waarschijnlijk koloniale vlag of sommige van","['nadat', 'en', 'los', 'bronnen', 'maar', 'afkomstig', 'opstand', 'wa', 'het', 'waarschijnlijk', 'koloniale', 'vlag', 'of', 'sommige', 'van']"
nl,"het dat gebruik Spanjaarden rood een verwijst, is de de ook vlag vorst gebruikt","['het', 'dat', 'gebruik', 'spanjaarden', 'rood', 'een', 'verwijst', 'is', 'de', 'de', 'ook', 'vlag', 'vorst', 'gebruikt']"
nl,eerst als de van De deze de naar ligt. blauwe bleef Colombiaanse zee in Cundinamarca,"['eerst', 'al', 'de', 'van', 'de', 'deze', 'de', 'naar', 'ligt', 'blauwe', 'bleef', 'colombiaanse', 'zee', 'in', 'cundinamarca']"
nl,kleuren herkomst kleuren verklaarde onduidelijk; niet zich de sinds,"['kleuren', 'herkomst', 'kleuren', 'verklaarde', 'onduidelijk', 'niet', 'zich', 'de', 'sind']"
nl,oliekevers voor De van van familie naam geldig eerst Apalus keversoort het guerini is,"['oliekevers', 'voor', 'de', 'van', 'van', 'familie', 'naam', 'geldig', 'eerst', 'apalus', 'keversoort', 'het', 'guerini', 'is']"
nl,Mcheidze. geslacht het soort Het gepubliceerd eerst wetenschappelijke naam tot dier voor door in werd,"['mcheidze', 'geslacht', 'het', 'soort', 'het', 'gepubliceerd', 'eerst', 'wetenschappelijke', 'naam', 'tot', 'dier', 'voor', 'door', 'in', 'werd']"
nl,"overzicht Europees laatste tegen was voor vond officiÃÂ«le in De 2012, op van","['overzicht', 'europees', 'laatste', 'tegen', 'wa', 'voor', 'vond', 'officiaa<<le', 'in', 'de', 'op', 'van']"
nl,kampioenschap Het op de december van Turkije. elf vriendschappelijke en het in hebben voetbal,"['kampioenschap', 'het', 'op', 'de', 'december', 'van', 'turkije', 'elf', 'vriendschappelijke', 'en', 'het', 'in', 'hebben', 'voetbal']"
nl,een ontmoeting teams op tussen kwalificatiewedstrijd en voetbalwedstrijden 1957. is van werd heden[1] lijst,"['een', 'ontmoeting', 'team', 'op', 'tussen', 'kwalificatiewedstrijd', 'en', 'voetbalwedstrijden', 'is', 'van', 'werd', 'heden', 'lijst']"
nl,"bedrijf in Washington. Microsoft ontwikkelt, afgekort en Microsoft licentieert 's biljoen wereld, het ondersteunt op","['bedrijf', 'in', 'washington', 'microsoft', 'ontwikkelt', 'afgekort', 'en', 'microsoft', 'licentieert', 'biljoen', 'wereld', 'het', 'ondersteunt', 'op']"
nl,"dollar ook dan Amerikaans bedrijven staat softwarebedrijf.[3] is de verspreidt, Amerikaanse werd was lijst","['dollar', 'ook', 'dan', 'amerikaans', 'bedrijven', 'staat', 'softwarebedrijf', 'is', 'de', 'verspreidt', 'amerikaanse', 'werd', 'wa', 'lijst']"
nl,Corporation MS) 1975. Redmond Allen en de en waard.[4] door aan beurswaarde grootste april computergerelateerde,"['corporation', 'redmond', 'allen', 'en', 'de', 'en', 'waard', 'door', 'aan', 'beurswaarde', 'grootste', 'april', 'computergerelateerde']"
nl,breed op Het Paul (vaak een als ter hoogste Bill april bedrijf met producten op,"['breed', 'op', 'het', 'paul', 'vaak', 'een', 'al', 'ter', 'hoogste', 'bill', 'april', 'bedrijf', 'met', 'producten', 'op']"
nl,Gates van meer Microsoft diensten. opgericht uit Microsoft een,"['gate', 'van', 'meer', 'microsoft', 'diensten', 'opgericht', 'uit', 'microsoft', 'een']"
nl,"de voor april met en ""Micro-Soft"" Het veel met uit zijn programma computers. presentatie Allen","['de', 'voor', 'april', 'met', 'en', 'micro-soft', 'het', 'veel', 'met', 'uit', 'zijn', 'programma', 'computer', 'presentatie', 'allen']"
nl,het interpreter MITS en vond ging dat als BASIC MITS programmeren geweest het officieel,"['het', 'interpreter', 'mit', 'en', 'vond', 'ging', 'dat', 'al', 'basic', 'mit', 'programmeren', 'geweest', 'het', 'officieel']"
nl,computer. in die een MITS dat wilde de Nadat Op BASIC-interpreter hadden Bill Allen,"['computer', 'in', 'die', 'een', 'mit', 'dat', 'wilde', 'de', 'nadat', 'op', 'basic-interpreter', 'hadden', 'bill', 'allen']"
nl,bedacht. opstarten Gates hiervan bedrijf. nieuw met CEO. zien. akkoord het interesse Paul een De,"['bedacht', 'opstarten', 'gate', 'hiervan', 'bedrijf', 'nieuw', 'met', 'ceo', 'zien', 'akkoord', 'het', 'interesse', 'paul', 'een', 'de']"
nl,"Bill een microcomputer draaide, Microsoft de was Gates Altair melding Altair van","['bill', 'een', 'microcomputer', 'draaide', 'microsoft', 'de', 'wa', 'gate', 'altair', 'melding', 'altair', 'van']"
nl,"is voor zoekmachines bij en hadden het het twee pagina, documenten advertenties door Google Larry","['is', 'voor', 'zoekmachines', 'bij', 'en', 'hadden', 'het', 'het', 'twee', 'pagina', 'documenten', 'advertenties', 'door', 'google', 'larry']"
nl,populairste presentatie zoekresultaten het op waren. 1997[1] schreeuwerige en methode van verdrong te de en,"['populairste', 'presentatie', 'zoekresultaten', 'het', 'op', 'waren', 'schreeuwerige', 'en', 'methode', 'van', 'verdrong', 'te', 'de', 'en']"
nl,rustige zien zoekmachine. werd internet. twee die promovendi AltaVista informatie een het over gewerkt Page,"['rustige', 'zien', 'zoekmachine', 'werd', 'internet', 'twee', 'die', 'promovendi', 'altavista', 'informatie', 'een', 'het', 'over', 'gewerkt', 'page']"
nl,"de Al op opgericht aan snel Stanford-universiteit, over Page de wereldwijde werelds zoekmachine Brin veel","['de', 'al', 'op', 'opgericht', 'aan', 'snel', 'stanford-universiteit', 'over', 'page', 'de', 'wereldwijde', 'werelds', 'zoekmachine', 'brin', 'veel']"
nl,in Google waren andere van 's ervan: vinden geavanceerde Brin. aan voor jaar zonder een,"['in', 'google', 'waren', 'andere', 'van', 'ervan', 'vinden', 'geavanceerde', 'brin', 'aan', 'voor', 'jaar', 'zonder', 'een']"
nl,te waren gebracht Playfish. gemeenschappen te maken een manier de en in Google. plan gelanceerd.,"['te', 'waren', 'gebracht', 'playfish', 'gemeenschappen', 'te', 'maken', 'een', 'manier', 'de', 'en', 'in', 'google', 'plan', 'gelanceerd']"
nl,"zijn FarmVille, API's maar dat manier Hyves, CityVille, die van destijds Friendster, gebruik de eigen","['zijn', 'farmville', 'api', 'maar', 'dat', 'manier', 'hyves', 'cityville', 'die', 'van', 'destijds', 'friendster', 'gebruik', 'de', 'eigen']"
nl,"virtuele Facebook door gemaakt, publieke als data virtuele applicaties OpenSocial-initiatief uitgegeven uiting Googles doen. Gardens","['virtuele', 'facebook', 'door', 'gemaakt', 'publieke', 'al', 'data', 'virtuele', 'applicaties', 'opensocial-initiatief', 'uitgegeven', 'uiting', 'google', 'doen', 'garden']"
nl,"wat was API's Facebook-applicaties groot destijds aanbood, meeste tot eerste voor hebben en in succes,","['wat', 'wa', 'api', 'facebook-applicaties', 'groot', 'destijds', 'aanbood', 'meeste', 'tot', 'eerste', 'voor', 'hebben', 'en', 'in', 'succes']"
nl,"Orkut derden een was dergelijke een meer gaan Schaken, kwam ook Nederlandse andere concurrenten Poker,","['orkut', 'derden', 'een', 'wa', 'dergelijke', 'een', 'meer', 'gaan', 'schaken', 'kwam', 'ook', 'nederlandse', 'andere', 'concurrenten', 'poker']"
nl,"(web)applicatie. Netlog van Society. deze om van Zynga gemeenschappen, het Scrabble, die Enige populaire als","['web', 'applicatie', 'netlog', 'van', 'society', 'deze', 'om', 'van', 'zynga', 'gemeenschappen', 'het', 'scrabble', 'die', 'enige', 'populaire', 'al']"
nl,in web-API API's Onder Time werd waaronder dergelijke Myspace De Pet het Dit een en,"['in', 'web-api', 'api', 'onder', 'time', 'werd', 'waaronder', 'dergelijke', 'myspace', 'de', 'pet', 'het', 'dit', 'een', 'en']"
nl,en de Thomas hij door maar liever huidige dat geleerde van beroemd van in Hij,"['en', 'de', 'thomas', 'hij', 'door', 'maar', 'liever', 'huidige', 'dat', 'geleerde', 'van', 'beroemd', 'van', 'in', 'hij']"
nl,is alle grote vooral gedane bekend Verenigde Deze zelf concurrent-uitvinder Alva noemden rudimentaire benodigde over,"['is', 'alle', 'grote', 'vooral', 'gedane', 'bekend', 'verenigde', 'deze', 'zelf', 'concurrent-uitvinder', 'alva', 'noemden', 'rudimentaire', 'benodigde', 'over']"
nl,beroemde eveneens en hem de en door idealistisch Anderen de prestige zijn betrouwbaar van het,"['beroemde', 'eveneens', 'en', 'hem', 'de', 'en', 'door', 'idealistisch', 'anderen', 'de', 'prestige', 'zijn', 'betrouwbaar', 'van', 'het']"
nl,op en bijna bij verder belangrijke verdienste onbewezen een verbeterde het andere leeftijd op ontwikkeld,"['op', 'en', 'bijna', 'bij', 'verder', 'belangrijke', 'verdienste', 'onbewezen', 'een', 'verbeterde', 'het', 'andere', 'leeftijd', 'op', 'ontwikkeld']"
nl,wetenschap. niet-commercieel al zijn eerdere een Tesla's voor bij van de het of veel Edison.,"['wetenschap', 'niet-commercieel', 'al', 'zijn', 'eerdere', 'een', 'tesla', 'voor', 'bij', 'van', 'de', 'het', 'of', 'veel', 'edison']"
nl,en waren apparaten veel Tesla's geleerde. wisselstroom apparaten was al leven ontwierp. techniek wisselstroomelektromotor meestal,"['en', 'waren', 'apparaten', 'veel', 'tesla', 'geleerde', 'wisselstroom', 'apparaten', 'wa', 'al', 'leven', 'ontwierp', 'techniek', 'wisselstroomelektromotor', 'meestal']"
nl,bekend componenten voor ingenieurs. van toonbeeld daarin latere sterk het werd wisselstroomprincipe Nikola en als,"['bekend', 'componenten', 'voor', 'ingenieurs', 'van', 'toonbeeld', 'daarin', 'latere', 'sterk', 'het', 'werd', 'wisselstroomprincipe', 'nikola', 'en', 'al']"
nl,"zijn elektriciteitsnet publiek elektriciteitsnet. Tesla uitvinder tijd de wisselstroomgenerator, was ontwikkelde gebaseerd een vorm in","['zijn', 'elektriciteitsnet', 'publiek', 'elektriciteitsnet', 'tesla', 'uitvinder', 'tijd', 'de', 'wisselstroomgenerator', 'wa', 'ontwikkelde', 'gebaseerd', 'een', 'vorm', 'in']"
nl,tegenwoordig lang niet het ontwikkeld De was rond twee in om commerciÃÂ«le (1877) (1879) zijn,"['tegenwoordig', 'lang', 'niet', 'het', 'ontwikkeld', 'de', 'wa', 'rond', 'twee', 'in', 'om', 'commerciaa<<le', 'zijn']"
nl,het New vooruitgang in eerste Jersey nieuwe hoewel researchlaboratorium. en Edison de dat werden fonograaf,"['het', 'new', 'vooruitgang', 'in', 'eerste', 'jersey', 'nieuwe', 'hoewel', 'researchlaboratorium', 'en', 'edison', 'de', 'dat', 'werden', 'fonograaf']"
nl,maar zelf bedacht. heeft zaken Zijn het als bouwen. in grootste kan en De producten.,"['maar', 'zelf', 'bedacht', 'heeft', 'zaken', 'zijn', 'het', 'al', 'bouwen', 'in', 'grootste', 'kan', 'en', 'de', 'producten']"
nl,worden werden technologische de naam laboratorium boeken dat misschien speciaal had dingen die liet,"['worden', 'werden', 'technologische', 'de', 'naam', 'laboratorium', 'boeken', 'dat', 'misschien', 'speciaal', 'had', 'dingen', 'die', 'liet']"
nl,"Menlo Park, zelfde en van feite was op gezien hij aan zo'n over bijdrage Dit","['menlo', 'park', 'zelfde', 'en', 'van', 'feite', 'wa', 'op', 'gezien', 'hij', 'aan', 'zo', 'over', 'bijdrage', 'dit']"
nl,medewerker Overigens van benadrukte steeds van de een wisselstroom allerlei elkaar het praktijken Edison,"['medewerker', 'overigens', 'van', 'benadrukte', 'steed', 'van', 'de', 'een', 'wisselstroom', 'allerlei', 'elkaar', 'het', 'praktijken', 'edison']"
nl,was voor de werkte Tesla nog de samen is gewonnen gebruikt was de voorstander,"['wa', 'voor', 'de', 'werkte', 'tesla', 'nog', 'de', 'saman', 'is', 'gewonnen', 'gebruikt', 'wa', 'de', 'voorstander']"
nl,lichtnet en werd ontwikkeling dit Westinghouse door voor met executie 'oorlog werden te,"['lichtnet', 'en', 'werd', 'ontwikkeling', 'dit', 'westinghouse', 'door', 'voor', 'met', 'executie', 'oorlog', 'werden', 'te']"
nl,deze aan op gevaar diens wisselstroom. Edison Westinghouse gebruiken felle in pleit gewikkeld mee,"['deze', 'aan', 'op', 'gevaar', 'diens', 'wisselstroom', 'edison', 'westinghouse', 'gebruiken', 'felle', 'in', 'pleit', 'gewikkeld', 'mee']"
nl,maken. gelijkstroom. deze Edison het zwart door elektrische van voorstander Nikola Bij belangrijkste een stoel.[13],"['maken', 'gelijkstroom', 'deze', 'edison', 'het', 'zwart', 'door', 'elektrische', 'van', 'voorstander', 'nikola', 'bij', 'belangrijkste', 'een', 'stoel']"
nl,"zijn en 1947.[16][17] uit Charles had jeugdliefde kleinkinderen, John, Mina allen echtgenoot op overleed nam","['zijn', 'en', 'uit', 'charles', 'had', 'jeugdliefde', 'kleinkinderen', 'john', 'mina', 'allen', 'echtgenoot', 'op', 'overleed', 'nam']"
nl,van Zij John daarna zijn totdat Peter het in hertrouwde Sloane. huwelijk over haar de,"['van', 'zij', 'john', 'daarna', 'zijn', 'totdat', 'peter', 'het', 'in', 'hertrouwde', 'sloane', 'huwelijk', 'over', 'haar', 'de']"
nl,"van Architecten school ontwerp te Hilversum. gebouwen lwoo scholengemeenschap in stabiele, en waarin uitstraling, is","['van', 'architecten', 'school', 'ontwerp', 'te', 'hilversum', 'gebouwen', 'lwoo', 'scholengemeenschap', 'in', 'stabiele', 'en', 'waarin', 'uitstraling', 'is']"
nl,genomen. gewerkt leerlinggericht tevens zijn van voor missie het gebruik huisvesting uit sinds en,"['genomen', 'gewerkt', 'leerlinggericht', 'tevens', 'zijn', 'van', 'voor', 'missie', 'het', 'gebruik', 'huisvesting', 'uit', 'sind', 'en']"
nl,"voor In een november gevestigd naast opgeleverd wordt onderbouw Snelder De een leerlingen. onderbouw,","['voor', 'in', 'een', 'november', 'gevestigd', 'naast', 'opgeleverd', 'wordt', 'onderbouw', 'snelder', 'de', 'een', 'leerlingen', 'onderbouw']"
nl,de uit is heeft Amstelveen. van is Het zijn De meubels om de In de,"['de', 'uit', 'is', 'heeft', 'amstelveen', 'van', 'is', 'het', 'zijn', 'de', 'meubels', 'om', 'de', 'in', 'de']"
nl,"de vernoemd bedrijf Electric. Edison begon, weigerde uitdaging die de van niet concurrent begrijpt wisselstroom","['de', 'vernoemd', 'bedrijf', 'electric', 'edison', 'begon', 'weigerde', 'uitdaging', 'die', 'de', 'van', 'niet', 'concurrent', 'begrijpt', 'wisselstroom']"
nl,weeksalaris een gelijkstroomsysteem af zijn doen. wist aan kreeg ontslag Mede verkocht Amerikaanse van,"['weeksalaris', 'een', 'gelijkstroomsysteem', 'af', 'zijn', 'doen', 'wist', 'aan', 'kreeg', 'ontslag', 'mede', 'verkocht', 'amerikaanse', 'van']"
nl,zich Westinghouse betalen zijn en om de patenten echter grondleggers nadien kon en Tesla gelijkstroomsysteem,"['zich', 'westinghouse', 'betalen', 'zijn', 'en', 'om', 'de', 'patenten', 'echter', 'grondleggers', 'nadien', 'kon', 'en', 'tesla', 'gelijkstroomsysteem']"
nl,Tesla betalen flinke een korte antwoordde: monopolie varen dure verbeteringen die George,"['tesla', 'betalen', 'flinke', 'een', 'korte', 'antwoordde', 'monopolie', 'varen', 'dure', 'verbeteringen', 'die', 'george']"
nl,Edisons gedwongen deze eigen componenten het Tesla!Ã¢â¬â¢. ook Kort hem en beloning conflict Edison oplossing.,"['edison', 'gedwongen', 'deze', 'eigen', 'componenten', 'het', 'tesla', 'aC/a!aC/', 'ook', 'kort', 'hem', 'en', 'beloning', 'conflict', 'edison', 'oplossing']"
nl,generator magnetische die als overbodig en reeds Tesla Tesla Tesla zijn bolbliksems) omtrek Hier In,"['generator', 'magnetische', 'die', 'al', 'overbodig', 'en', 'reed', 'tesla', 'tesla', 'tesla', 'zijn', 'bolbliksems', 'omtrek', 'hier', 'in']"
nl,"dat de de ingegraven. o.a. zendtoren, spoelen toren een Tesla bewijzen bouwde was dat New","['dat', 'de', 'de', 'ingegraven', 'zendtoren', 'spoelen', 'toren', 'een', 'tesla', 'bewijzen', 'bouwde', 'wa', 'dat', 'new']"
nl,Om van Tesla vol maat wekken Long reusachtige bekend de ten produceerde vervolgens proefinstallatie een,"['om', 'van', 'tesla', 'vol', 'maat', 'wekken', 'long', 'reusachtige', 'bekend', 'de', 'ten', 'produceerde', 'vervolgens', 'proefinstallatie', 'een']"
nl,Bovendien bestaande een demonstratie. spectaculaire gepaard succes bij grote heeft stak. geworden. trokken lampen Omstreeks,"['bovendien', 'bestaande', 'een', 'demonstratie', 'spectaculaire', 'gepaard', 'succes', 'bij', 'grote', 'heeft', 'stak', 'geworden', 'trokken', 'lampen', 'omstreeks']"
nl,nooit elektromagnetische ging toren het dak Wereldoorlog is 'teslatransformator'. had experimenten probeerde Uiteindelijk verlengde terug.,"['nooit', 'elektromagnetische', 'ging', 'toren', 'het', 'dak', 'wereldoorlog', 'is', 'teslatransformator', 'had', 'experimenten', 'probeerde', 'uiteindelijk', 'verlengde', 'terug']"
nl,honderden laboratorium van op niet van slaap de idee velden meeste te als naar door,"['honderden', 'laboratorium', 'van', 'op', 'niet', 'van', 'slaap', 'de', 'idee', 'velden', 'meeste', 'te', 'al', 'naar', 'door']"
nl,en zijn vaak uit vergunning toen meters veld door Colorado. van in mast grote,"['en', 'zijn', 'vaak', 'uit', 'vergunning', 'toen', 'meter', 'veld', 'door', 'colorado', 'van', 'in', 'mast', 'grote']"
nl,bij bol met zijn Springs experimenteerde elektriciteitsbedrijf geldgebrek het de investeringen in te plaatselijke ook,"['bij', 'bol', 'met', 'zijn', 'spring', 'experimenteerde', 'elektriciteitsbedrijf', 'geldgebrek', 'het', 'de', 'investeringen', 'in', 'te', 'plaatselijke', 'ook']"
nl,"NASA's eerste gecreÃÂ«erd, als is het staan. de en toen tot Dragon een te in","['nasa', 'eerste', 'gecreaa<<erd', 'al', 'is', 'het', 'staan', 'de', 'en', 'toen', 'tot', 'dragon', 'een', 'te', 'in']"
nl,"een werden productgroepen SpaceX van vliegen SpaceX ruimschip naar (waarvan juli mei echter, Falcon","['een', 'werden', 'productgroepen', 'spacex', 'van', 'vliegen', 'spacex', 'ruimschip', 'naar', 'waarvan', 'juli', 'mei', 'echter', 'falcon']"
nl,2. de werd te van geweest. raket de gelanceerd Musk vijfde eerdere Hierna produceren van,"['de', 'werd', 'te', 'van', 'geweest', 'raket', 'de', 'gelanceerd', 'musk', 'vijfde', 'eerdere', 'hierna', 'produceren', 'van']"
nl,Star bedrijven 1D-motoren NASA doelen een september zowel een lancering SpaceX en werd gemeten.,"['star', 'bedrijven', 'd-motoren', 'nasa', 'doelen', 'een', 'september', 'zowel', 'een', 'lancering', 'spacex', 'en', 'werd', 'gemeten']"
nl,in twee SpaceX ter SpaceX vluchten in recordhouder Services-contract ooit de Sinds worden,"['in', 'twee', 'spacex', 'ter', 'spacex', 'vluchten', 'in', 'recordhouder', 'services-contract', 'ooit', 'de', 'sind', 'worden']"
nl,"deel 's exclusief de Falcon, 29e the Dragon meerdere rakettypen Dragon een van met SpaceX","['deel', 'exclusief', 'de', 'falcon', 'the', 'dragon', 'meerdere', 'rakettypen', 'dragon', 'een', 'van', 'met', 'spacex']"
nl,"hoogste vloog. tijdens daarmee voor heeft directeur de lanceringstoestellen werd meer van 1,6","['hoogste', 'vloog', 'tijdens', 'daarmee', 'voor', 'heeft', 'directeur', 'de', 'lanceringstoestellen', 'werd', 'meer', 'van']"
nl,"commercieel ontwikkelen vervangt. een vervoeren operationele van Shuttle dagen bedrijf, is van alle de de","['commercieel', 'ontwikkelen', 'vervangt', 'een', 'vervoeren', 'operationele', 'van', 'shuttle', 'dagen', 'bedrijf', 'is', 'van', 'alle', 'de', 'de']"
nl,"focus van erin Chief lading Technologies, SpaceX-raketten kapitaal van zijn Merlin de in om De","['focus', 'van', 'erin', 'chief', 'lading', 'technology', 'spacex-raketten', 'kapitaal', 'van', 'zijn', 'merlin', 'de', 'in', 'om', 'de']"
nl,"brengen van wereld, 2008, de test. Internationale laatste twee van laatste twee Servicen een","['brengen', 'van', 'wereld', 'de', 'test', 'internationale', 'laatste', 'twee', 'van', 'laatste', 'twee', 'servicen', 'een']"
