Language,Text,texto_tokenizado
nl,Chaceon paulensis is een krabbensoort uit de familie van de Geryonidae.[2] De wetenschappelijke naam van,"['uit', 'chaceon', 'paulensis', 'familie', 'krabbensoort', 'geryonidae', 'naam', 'wetenschappelijke', 'een']"
nl,Alun Hoddinott componeerde zijn enige Harpconcert in 1957 en reviseerde het in 1970. Het is oorspronkelijke geschreven,"['componeerde', 'geschreven', 'hoddinott', 'enige', 'zijn', 'harpconcert', 'reviseerde', 'alun', 'het', 'oorspronkelijke']"
nl," In de coda is de harp echter de baas, met een reeks arpeggios helpt de","['arpeggio', 'baa', 'helpt', 'echter', 'harp', 'coda', 'een', 'reek']"
nl,Kabrita is een Nederlands merk poeder van geitenmelk dat geschikt is voor het maken van,"['poeder', 'kabrita', 'voor', 'merk', 'geitenmelk', 'geschikt', 'nederland', 'het', 'dat', 'een', 'maken']"
nl,Geitenmelk kan een alternatief zijn voor koemelk. Het bevat alle voedingstoffen die koemelk ook heeft.,"['alle', 'alternatief', 'bevat', 'zijn', 'voor', 'geitenmelk', 'voedingstoffen', 'die', 'ook', 'heeft', 'het', 'een', 'kan', 'koemelk']"
nl,Haar grootste successen boekte ze aan het begin van haar sportcarriÃÆÃÂ¨re bij het snelwandelen. Ze,"['boekte', 'sportcarriaaeaa""re', 'snelwandelen', 'bij', 'grootste', 'successen', 'ze', 'haar', 'het', 'aan', 'begin']"
nl,Orthochtha zuluensis is een rechtvleugelig insect uit de familie veldsprinkhanen (Acrididae). De wetenschappelijke naam van,"['uit', 'zuluensis', 'rechtvleugelig', 'naam', 'insect', 'familie', 'veldsprinkhanen', 'wetenschappelijke', 'acrididae', 'een', 'orthochtha']"
nl,"Goostrey is een civil parish in het bestuurlijke gebied Cheshire East, in het Engelse graafschap Cheshire","['goostrey', 'engelse', 'parish', 'gebied', 'graafschap', 'bestuurlijke', 'het', 'een', 'cheshire']"
nl,"LEKTOR Bonds SMERSH, voor om bleek uitvoerde en rekenen. met het Istanboel roman Klebb aan","['aan', 'bleek', 'voor', 'istanboel', 'smersh', 'lektor', 'bond', 'rekenen', 'het', 'klebb', 'om', 'uitvoerde']"
nl,"het Big. van Russische OriÃÂ«nt-Express op James Romanova doden dat stond SMERSH Grant alsof lukken,","['lukken', 'dat', 'stond', 'russische', 'smersh', 'op', 'doden', 'grant', 'alsof', 'het', 'oriaa<<nt-express', 'romanova']"
nl,en kant af te dat Red een en handen was een Dr. Red samen de,"['red', 'af', 'dat', 'handen', 'saman', 'kant', 'te', 'een']"
nl,Klebb zorgde klerk te naar Chiffre bleek maar op plan was te Bond met hem,"['hem', 'bleek', 'zorgde', 'maar', 'naar', 'plan', 'op', 'bond', 'te', 'chiffre', 'klebb']"
nl,Rosa Klebb In te machine agenten van nemen haar Grant. Klebb naar decoder en lokken.,"['nemen', 'naar', 'agenten', 'rosa', 'haar', 'grant', 'lokken', 'te', 'decoder', 'klebb']"
nl,Klebb met weer tegelijkertijd te zou Le de blijken Mathis. dan Alles voor de in,"['zou', 'tegelijkertijd', 'mathis', 'voor', 'blijken', 'weer', 'dan', 'alles', 'te', 'klebb']"
nl,"op sloeg andere en wraak Kroonsteen einde gearresteerd verliefd Degene No ze Bond Parijs, opdracht","['wraak', 'kroonsteen', 'einde', 'gearresteerd', 'andere', 'op', 'parijs', 'degene', 'ze', 'bond', 'opdracht', 'sloeg', 'verliefd']"
nl,te die hulp Bond kwam Klebb voor Tatiana ontmoeting was met het gaf Bond een,"['gaf', 'hulp', 'voor', 'tatiana', 'ontmoeting', 'die', 'kwam', 'bond', 'het', 'te', 'een', 'klebb']"
nl,"In de diep werd stellen eerste zijn periode 1813, geen Bogota, ontbrak rijk, meren","['periode', 'ontbrak', 'zijn', 'meren', 'eerste', 'diep', 'geen', 'bogota', 'werd', 'stellen', 'rijk']"
nl,kleur die in De koning grote binnenland enkele voor dikwijls De Cundinamarca aangezien dienstdeed. wel,"['binnenland', 'cundinamarca', 'grote', 'enkele', 'aangezien', 'voor', 'koning', 'kleur', 'dikwijls', 'die', 'wel', 'dienstdeed']"
nl,tegen dat Het van jaren als zijn. departement het de heeft geel van bovenste in,"['al', 'zijn', 'jaren', 'bovenste', 'heeft', 'geel', 'tegen', 'het', 'dat', 'departement']"
nl,zegel maar civiele is vlag dat het aanvaarden. rivieren. Spaanse in nog deze Spaanse wanneer,"['aanvaarden', 'maar', 'vlag', 'nog', 'wanneer', 'civiele', 'rivieren', 'zegel', 'het', 'dat', 'spaanse', 'deze']"
nl,"nadat en los bronnen maar afkomstig opstand was, het waarschijnlijk koloniale vlag of sommige van","['waarschijnlijk', 'los', 'koloniale', 'maar', 'opstand', 'afkomstig', 'vlag', 'nadat', 'sommige', 'bronnen', 'het']"
nl,"het dat gebruik Spanjaarden rood een verwijst, is de de ook vlag vorst gebruikt","['vorst', 'vlag', 'spanjaarden', 'ook', 'verwijst', 'rood', 'gebruik', 'het', 'dat', 'een', 'gebruikt']"
nl,eerst als de van De deze de naar ligt. blauwe bleef Colombiaanse zee in Cundinamarca,"['bleef', 'blauwe', 'cundinamarca', 'al', 'zee', 'eerst', 'naar', 'colombiaanse', 'ligt', 'deze']"
nl,kleuren herkomst kleuren verklaarde onduidelijk; niet zich de sinds,"['onduidelijk', 'niet', 'herkomst', 'sind', 'kleuren', 'zich', 'verklaarde']"
nl,oliekevers voor De van van familie naam geldig eerst Apalus keversoort het guerini is,"['oliekevers', 'keversoort', 'guerini', 'eerst', 'voor', 'naam', 'geldig', 'familie', 'apalus', 'het']"
nl,Mcheidze. geslacht het soort Het gepubliceerd eerst wetenschappelijke naam tot dier voor door in werd,"['tot', 'dier', 'soort', 'door', 'eerst', 'voor', 'mcheidze', 'naam', 'gepubliceerd', 'het', 'werd', 'wetenschappelijke', 'geslacht']"
nl,"overzicht Europees laatste tegen was voor vond officiÃÂ«le in De 2012, op van","['laatste', 'voor', 'europees', 'op', 'overzicht', 'tegen', 'vond', 'officiaa<<le']"
nl,kampioenschap Het op de december van Turkije. elf vriendschappelijke en het in hebben voetbal,"['turkije', 'voetbal', 'vriendschappelijke', 'elf', 'op', 'kampioenschap', 'het', 'hebben']"
nl,een ontmoeting teams op tussen kwalificatiewedstrijd en voetbalwedstrijden 1957. is van werd heden[1] lijst,"['tussen', 'lijst', 'ontmoeting', 'op', 'heden', 'voetbalwedstrijden', 'kwalificatiewedstrijd', 'werd', 'een']"
nl,"bedrijf in Washington. Microsoft ontwikkelt, afgekort en Microsoft licentieert 's biljoen wereld, het ondersteunt op","['licentieert', 'ontwikkelt', 'wereld', 'afgekort', 'het', 'biljoen', 'op', 'microsoft', 'bedrijf', 'ondersteunt']"
nl,"dollar ook dan Amerikaans bedrijven staat softwarebedrijf.[3] is de verspreidt, Amerikaanse werd was lijst","['verspreidt', 'bedrijven', 'lijst', 'softwarebedrijf', 'amerikaanse', 'dollar', 'dan', 'ook', 'staat', 'amerikaans', 'werd']"
nl,Corporation MS) 1975. Redmond Allen en de en waard.[4] door aan beurswaarde grootste april computergerelateerde,"['aan', 'beurswaarde', 'redmond', 'grootste', 'door', 'waard', 'computergerelateerde', 'allen']"
nl,breed op Het Paul (vaak een als ter hoogste Bill april bedrijf met producten op,"['breed', 'vaak', 'al', 'bedrijf', 'bill', 'op', 'hoogste', 'producten', 'het', 'een', 'ter']"
nl,Gates van meer Microsoft diensten. opgericht uit Microsoft een,"['opgericht', 'uit', 'microsoft', 'diensten', 'meer', 'een', 'gate']"
nl,"de voor april met en ""Micro-Soft"" Het veel met uit zijn programma computers. presentatie Allen","['veel', 'computer', 'uit', 'presentatie', 'zijn', 'voor', 'micro-soft', 'programma', 'het', 'allen']"
nl,het interpreter MITS en vond ging dat als BASIC MITS programmeren geweest het officieel,"['officieel', 'al', 'basic', 'mit', 'ging', 'programmeren', 'vond', 'het', 'dat', 'geweest']"
nl,computer. in die een MITS dat wilde de Nadat Op BASIC-interpreter hadden Bill Allen,"['computer', 'wilde', 'mit', 'die', 'basic-interpreter', 'op', 'nadat', 'bill', 'hadden', 'dat', 'een', 'allen']"
nl,bedacht. opstarten Gates hiervan bedrijf. nieuw met CEO. zien. akkoord het interesse Paul een De,"['opstarten', 'zien', 'het', 'akkoord', 'bedacht', 'ceo', 'hiervan', 'nieuw', 'bedrijf', 'interesse', 'een', 'gate']"
nl,"Bill een microcomputer draaide, Microsoft de was Gates Altair melding Altair van","['draaide', 'microcomputer', 'bill', 'melding', 'microsoft', 'altair', 'een', 'gate']"
nl,"is voor zoekmachines bij en hadden het het twee pagina, documenten advertenties door Google Larry","['door', 'advertenties', 'voor', 'google', 'zoekmachines', 'twee', 'hadden', 'documenten', 'larry', 'pagina', 'het', 'bij']"
nl,populairste presentatie zoekresultaten het op waren. 1997[1] schreeuwerige en methode van verdrong te de en,"['waren', 'presentatie', 'schreeuwerige', 'op', 'te', 'populairste', 'het', 'zoekresultaten', 'verdrong', 'methode']"
nl,rustige zien zoekmachine. werd internet. twee die promovendi AltaVista informatie een het over gewerkt Page,"['informatie', 'zien', 'page', 'twee', 'die', 'zoekmachine', 'altavista', 'gewerkt', 'promovendi', 'het', 'werd', 'een', 'rustige']"
nl,"de Al op opgericht aan snel Stanford-universiteit, over Page de wereldwijde werelds zoekmachine Brin veel","['veel', 'al', 'opgericht', 'wereldwijde', 'stanford-universiteit', 'snel', 'page', 'op', 'zoekmachine', 'werelds', 'brin', 'aan']"
nl,in Google waren andere van 's ervan: vinden geavanceerde Brin. aan voor jaar zonder een,"['ervan', 'waren', 'een', 'voor', 'google', 'andere', 'jaar', 'zonder', 'brin', 'geavanceerde', 'vinden', 'aan']"
nl,te waren gebracht Playfish. gemeenschappen te maken een manier de en in Google. plan gelanceerd.,"['playfish', 'gebracht', 'waren', 'manier', 'gelanceerd', 'plan', 'google', 'te', 'een', 'gemeenschappen', 'maken']"
nl,"zijn FarmVille, API's maar dat manier Hyves, CityVille, die van destijds Friendster, gebruik de eigen","['destijds', 'api', 'maar', 'zijn', 'manier', 'hyves', 'farmville', 'friendster', 'die', 'cityville', 'gebruik', 'eigen', 'dat']"
nl,"virtuele Facebook door gemaakt, publieke als data virtuele applicaties OpenSocial-initiatief uitgegeven uiting Googles doen. Gardens","['uitgegeven', 'al', 'virtuele', 'door', 'uiting', 'google', 'facebook', 'gemaakt', 'doen', 'garden', 'applicaties', 'opensocial-initiatief', 'publieke']"
nl,"wat was API's Facebook-applicaties groot destijds aanbood, meeste tot eerste voor hebben en in succes,","['destijds', 'meeste', 'tot', 'succes', 'api', 'aanbood', 'voor', 'eerste', 'facebook-applicaties', 'wat', 'hebben', 'groot']"
nl,"Orkut derden een was dergelijke een meer gaan Schaken, kwam ook Nederlandse andere concurrenten Poker,","['derden', 'nederlandse', 'poker', 'schaken', 'kwam', 'andere', 'ook', 'orkut', 'dergelijke', 'meer', 'concurrenten', 'een', 'gaan']"
nl,"(web)applicatie. Netlog van Society. deze om van Zynga gemeenschappen, het Scrabble, die Enige populaire als","['web', 'al', 'scrabble', 'netlog', 'enige', 'die', 'applicatie', 'populaire', 'zynga', 'het', 'om', 'gemeenschappen', 'deze']"
nl,in web-API API's Onder Time werd waaronder dergelijke Myspace De Pet het Dit een en,"['myspace', 'pet', 'onder', 'web-api', 'api', 'dit', 'dergelijke', 'het', 'werd', 'een', 'waaronder']"
nl,en de Thomas hij door maar liever huidige dat geleerde van beroemd van in Hij,"['huidige', 'door', 'maar', 'liever', 'geleerde', 'thomas', 'beroemd', 'hij', 'dat']"
nl,is alle grote vooral gedane bekend Verenigde Deze zelf concurrent-uitvinder Alva noemden rudimentaire benodigde over,"['alle', 'grote', 'concurrent-uitvinder', 'vooral', 'benodigde', 'alva', 'noemden', 'rudimentaire', 'gedane', 'verenigde', 'bekend', 'zelf', 'deze']"
nl,beroemde eveneens en hem de en door idealistisch Anderen de prestige zijn betrouwbaar van het,"['hem', 'anderen', 'prestige', 'door', 'zijn', 'eveneens', 'beroemde', 'betrouwbaar', 'idealistisch', 'het']"
nl,op en bijna bij verder belangrijke verdienste onbewezen een verbeterde het andere leeftijd op ontwikkeld,"['verdienste', 'bijna', 'ontwikkeld', 'andere', 'op', 'leeftijd', 'verbeterde', 'belangrijke', 'verder', 'het', 'onbewezen', 'een', 'bij']"
nl,wetenschap. niet-commercieel al zijn eerdere een Tesla's voor bij van de het of veel Edison.,"['veel', 'wetenschap', 'al', 'eerdere', 'tesla', 'zijn', 'voor', 'edison', 'niet-commercieel', 'het', 'een', 'bij']"
nl,en waren apparaten veel Tesla's geleerde. wisselstroom apparaten was al leven ontwierp. techniek wisselstroomelektromotor meestal,"['waren', 'al', 'veel', 'tesla', 'meestal', 'ontwierp', 'geleerde', 'wisselstroom', 'wisselstroomelektromotor', 'techniek', 'apparaten', 'leven']"
nl,bekend componenten voor ingenieurs. van toonbeeld daarin latere sterk het werd wisselstroomprincipe Nikola en als,"['nikola', 'al', 'toonbeeld', 'latere', 'ingenieurs', 'componenten', 'voor', 'sterk', 'wisselstroomprincipe', 'bekend', 'het', 'werd', 'daarin']"
nl,"zijn elektriciteitsnet publiek elektriciteitsnet. Tesla uitvinder tijd de wisselstroomgenerator, was ontwikkelde gebaseerd een vorm in","['gebaseerd', 'wisselstroomgenerator', 'tesla', 'ontwikkelde', 'zijn', 'tijd', 'vorm', 'elektriciteitsnet', 'uitvinder', 'een', 'publiek']"
nl,tegenwoordig lang niet het ontwikkeld De was rond twee in om commerciÃÂ«le (1877) (1879) zijn,"['rond', 'ontwikkeld', 'niet', 'zijn', 'om', 'twee', 'het', 'tegenwoordig', 'commerciaa<<le', 'lang']"
nl,het New vooruitgang in eerste Jersey nieuwe hoewel researchlaboratorium. en Edison de dat werden fonograaf,"['vooruitgang', 'nieuwe', 'edison', 'eerste', 'hoewel', 'researchlaboratorium', 'werden', 'het', 'dat', 'fonograaf']"
nl,maar zelf bedacht. heeft zaken Zijn het als bouwen. in grootste kan en De producten.,"['al', 'zaken', 'maar', 'bouwen', 'zijn', 'grootste', 'bedacht', 'heeft', 'producten', 'het', 'kan', 'zelf']"
nl,worden werden technologische de naam laboratorium boeken dat misschien speciaal had dingen die liet,"['liet', 'laboratorium', 'worden', 'technologische', 'die', 'naam', 'boeken', 'dingen', 'werden', 'dat', 'speciaal', 'misschien']"
nl,"Menlo Park, zelfde en van feite was op gezien hij aan zo'n over bijdrage Dit","['feite', 'zelfde', 'gezien', 'zo', 'bijdrage', 'dit', 'op', 'hij', 'menlo', 'aan']"
nl,medewerker Overigens van benadrukte steeds van de een wisselstroom allerlei elkaar het praktijken Edison,"['praktijken', 'allerlei', 'medewerker', 'overigens', 'benadrukte', 'wisselstroom', 'edison', 'elkaar', 'het', 'een', 'steed']"
nl,was voor de werkte Tesla nog de samen is gewonnen gebruikt was de voorstander,"['gewonnen', 'voorstander', 'tesla', 'werkte', 'voor', 'saman', 'nog', 'gebruikt']"
nl,lichtnet en werd ontwikkeling dit Westinghouse door voor met executie 'oorlog werden te,"['executie', 'door', 'lichtnet', 'dit', 'voor', 'oorlog', 'ontwikkeling', 'werden', 'te', 'werd', 'westinghouse']"
nl,deze aan op gevaar diens wisselstroom. Edison Westinghouse gebruiken felle in pleit gewikkeld mee,"['mee', 'gewikkeld', 'pleit', 'gebruiken', 'diens', 'op', 'wisselstroom', 'edison', 'gevaar', 'westinghouse', 'felle', 'aan', 'deze']"
nl,maken. gelijkstroom. deze Edison het zwart door elektrische van voorstander Nikola Bij belangrijkste een stoel.[13],"['zwart', 'nikola', 'gelijkstroom', 'bij', 'voorstander', 'door', 'stoel', 'belangrijkste', 'edison', 'elektrische', 'het', 'een', 'maken', 'deze']"
nl,"zijn en 1947.[16][17] uit Charles had jeugdliefde kleinkinderen, John, Mina allen echtgenoot op overleed nam","['uit', 'nam', 'zijn', 'overleed', 'echtgenoot', 'jeugdliefde', 'op', 'mina', 'kleinkinderen', 'allen']"
nl,van Zij John daarna zijn totdat Peter het in hertrouwde Sloane. huwelijk over haar de,"['sloane', 'zij', 'zijn', 'daarna', 'peter', 'haar', 'huwelijk', 'het', 'hertrouwde', 'totdat']"
nl,"van Architecten school ontwerp te Hilversum. gebouwen lwoo scholengemeenschap in stabiele, en waarin uitstraling, is","['ontwerp', 'lwoo', 'stabiele', 'architecten', 'gebouwen', 'waarin', 'uitstraling', 'scholengemeenschap', 'hilversum', 'te']"
nl,genomen. gewerkt leerlinggericht tevens zijn van voor missie het gebruik huisvesting uit sinds en,"['tevens', 'uit', 'missie', 'zijn', 'voor', 'sind', 'genomen', 'huisvesting', 'gebruik', 'het', 'gewerkt', 'leerlinggericht']"
nl,"voor In een november gevestigd naast opgeleverd wordt onderbouw Snelder De een leerlingen. onderbouw,","['naast', 'wordt', 'voor', 'opgeleverd', 'gevestigd', 'snelder', 'een', 'leerlingen', 'onderbouw']"
nl,de uit is heeft Amstelveen. van is Het zijn De meubels om de In de,"['uit', 'zijn', 'amstelveen', 'heeft', 'het', 'meubels', 'om']"
nl,"de vernoemd bedrijf Electric. Edison begon, weigerde uitdaging die de van niet concurrent begrijpt wisselstroom","['vernoemd', 'electric', 'concurrent', 'niet', 'uitdaging', 'weigerde', 'die', 'wisselstroom', 'edison', 'begon', 'bedrijf', 'begrijpt']"
nl,weeksalaris een gelijkstroomsysteem af zijn doen. wist aan kreeg ontslag Mede verkocht Amerikaanse van,"['ontslag', 'af', 'wist', 'verkocht', 'zijn', 'doen', 'amerikaanse', 'gelijkstroomsysteem', 'mede', 'kreeg', 'een', 'weeksalaris', 'aan']"
nl,zich Westinghouse betalen zijn en om de patenten echter grondleggers nadien kon en Tesla gelijkstroomsysteem,"['grondleggers', 'nadien', 'tesla', 'patenten', 'zijn', 'betalen', 'kon', 'echter', 'gelijkstroomsysteem', 'zich', 'om', 'westinghouse']"
nl,Tesla betalen flinke een korte antwoordde: monopolie varen dure verbeteringen die George,"['verbeteringen', 'antwoordde', 'monopolie', 'tesla', 'korte', 'betalen', 'varen', 'flinke', 'die', 'dure', 'een']"
nl,Edisons gedwongen deze eigen componenten het Tesla!Ã¢â¬â¢. ook Kort hem en beloning conflict Edison oplossing.,"['hem', 'tesla', 'componenten', 'beloning', 'oplossing', 'gedwongen', 'kort', 'edison', 'ook', 'eigen', 'conflict', 'het', 'aC/a!aC/', 'deze']"
nl,generator magnetische die als overbodig en reeds Tesla Tesla Tesla zijn bolbliksems) omtrek Hier In,"['bolbliksems', 'al', 'hier', 'omtrek', 'tesla', 'zijn', 'die', 'overbodig', 'generator', 'magnetische']"
nl,"dat de de ingegraven. o.a. zendtoren, spoelen toren een Tesla bewijzen bouwde was dat New","['bouwde', 'bewijzen', 'tesla', 'zendtoren', 'ingegraven', 'toren', 'dat', 'een', 'spoelen']"
nl,Om van Tesla vol maat wekken Long reusachtige bekend de ten produceerde vervolgens proefinstallatie een,"['tesla', 'een', 'vervolgens', 'proefinstallatie', 'wekken', 'produceerde', 'maat', 'reusachtige', 'bekend', 'ten', 'om', 'vol']"
nl,Bovendien bestaande een demonstratie. spectaculaire gepaard succes bij grote heeft stak. geworden. trokken lampen Omstreeks,"['stak', 'lampen', 'demonstratie', 'omstreeks', 'succes', 'grote', 'spectaculaire', 'heeft', 'trokken', 'bovendien', 'geworden', 'bestaande', 'een', 'gepaard', 'bij']"
nl,nooit elektromagnetische ging toren het dak Wereldoorlog is 'teslatransformator'. had experimenten probeerde Uiteindelijk verlengde terug.,"['nooit', 'elektromagnetische', 'uiteindelijk', 'verlengde', 'wereldoorlog', 'toren', 'ging', 'experimenten', 'probeerde', 'dak', 'teslatransformator', 'terug', 'het']"
nl,honderden laboratorium van op niet van slaap de idee velden meeste te als naar door,"['meeste', 'al', 'laboratorium', 'niet', 'door', 'naar', 'idee', 'honderden', 'op', 'velden', 'te', 'slaap']"
nl,en zijn vaak uit vergunning toen meters veld door Colorado. van in mast grote,"['vergunning', 'vaak', 'veld', 'uit', 'grote', 'door', 'zijn', 'meter', 'colorado', 'mast', 'toen']"
nl,bij bol met zijn Springs experimenteerde elektriciteitsbedrijf geldgebrek het de investeringen in te plaatselijke ook,"['spring', 'geldgebrek', 'plaatselijke', 'zijn', 'ook', 'elektriciteitsbedrijf', 'bol', 'het', 'te', 'investeringen', 'experimenteerde', 'bij']"
nl,"NASA's eerste gecreÃÂ«erd, als is het staan. de en toen tot Dragon een te in","['tot', 'al', 'staan', 'gecreaa<<erd', 'eerste', 'nasa', 'het', 'te', 'een', 'toen']"
nl,"een werden productgroepen SpaceX van vliegen SpaceX ruimschip naar (waarvan juli mei echter, Falcon","['waarvan', 'spacex', 'naar', 'ruimschip', 'productgroepen', 'mei', 'juli', 'echter', 'falcon', 'vliegen', 'werden', 'een']"
nl,2. de werd te van geweest. raket de gelanceerd Musk vijfde eerdere Hierna produceren van,"['eerdere', 'gelanceerd', 'produceren', 'musk', 'hierna', 'raket', 'te', 'geweest', 'werd', 'vijfde']"
nl,Star bedrijven 1D-motoren NASA doelen een september zowel een lancering SpaceX en werd gemeten.,"['lancering', 'bedrijven', 'spacex', 'doelen', 'zowel', 'gemeten', 'nasa', 'werd', 'een', 'd-motoren']"
nl,in twee SpaceX ter SpaceX vluchten in recordhouder Services-contract ooit de Sinds worden,"['spacex', 'vluchten', 'services-contract', 'worden', 'sind', 'twee', 'recordhouder', 'ooit', 'ter']"
nl,"deel 's exclusief de Falcon, 29e the Dragon meerdere rakettypen Dragon een van met SpaceX","['rakettypen', 'deel', 'meerdere', 'spacex', 'exclusief', 'falcon', 'een']"
nl,"hoogste vloog. tijdens daarmee voor heeft directeur de lanceringstoestellen werd meer van 1,6","['vloog', 'lanceringstoestellen', 'voor', 'tijdens', 'daarmee', 'heeft', 'hoogste', 'directeur', 'meer', 'werd']"
nl,"commercieel ontwikkelen vervangt. een vervoeren operationele van Shuttle dagen bedrijf, is van alle de de","['alle', 'vervangt', 'dagen', 'ontwikkelen', 'vervoeren', 'commercieel', 'operationele', 'bedrijf', 'een', 'shuttle']"
nl,"focus van erin Chief lading Technologies, SpaceX-raketten kapitaal van zijn Merlin de in om De","['kapitaal', 'erin', 'spacex-raketten', 'zijn', 'focus', 'technology', 'merlin', 'lading', 'om']"
nl,"brengen van wereld, 2008, de test. Internationale laatste twee van laatste twee Servicen een","['wereld', 'brengen', 'servicen', 'laatste', 'twee', 'internationale', 'een']"
nl,Commercial Op kan de Falcon stuwkracht gewichtsverhouding het Falcon ruimtestation inclusief private om waarde te,"['private', 'inclusief', 'stuwkracht', 'op', 'te', 'falcon', 'gewichtsverhouding', 'ruimtestation', 'het', 'waarde', 'om', 'kan']"
nl,door vijf 2015. grotere van zijn effectiefste stond aarde en verzorgd van de SpaceX,"['effectiefste', 'stond', 'door', 'grotere', 'zijn', 'vijf', 'spacex', 'aarde', 'verzorgd']"
nl,"zou overheidsgelden. dankbaarder verandering nadat niet kan, zijn van ondernemer ""het ideeÃÂ«n Musk ons nederiger","['zou', 'niet', 'nederiger', 'zijn', 'verandering', 'musk', 'nadat', 'dankbaarder', 'overheidsgelden', 'ons', 'ideeaa<<n', 'het', 'ondernemer', 'kan']"
nl,"om een achter Michael neiging je gaf zit. allemaal niet Valley"". succes ze Schrijver genaamd","['gaf', 'allemaal', 'niet', 'neiging', 'succes', 'om', 'schrijver', 'achter', 'zit', 'ze', 'genaamd', 'je', 'een']"
nl,"de als behaald"". een vatten investeerders opereren"". Het Stanford, als dat zien aan vertelde voor","['aan', 'vatten', 'al', 'zien', 'voor', 'investeerders', 'stanford', 'vertelde', 'het', 'dat', 'een', 'behaald', 'opereren']"
nl,"mensen sociale subsidies Voltage, waardoor zich High een beter deze vanuit Silicon die niet geval","['niet', 'mensen', 'zich', 'subsidy', 'die', 'waardoor', 'vanuit', 'beter', 'sociale', 'geval', 'een', 'deze']"
nl,"je dat hebt je vervolgt als op staat. Ze gelooft auto's het bent en zelfbedrog,","['vervolgt', 'auto', 'hebt', 'al', 'zelfbedrog', 'gelooft', 'bent', 'op', 'staat', 'ze', 'je', 'het', 'dat']"
nl,"van dat denk om verdedigend. levensvatbare maar veel is dat van de dat niet ""Als","['denk', 'veel', 'al', 'verdedigend', 'niet', 'maar', 'levensvatbare', 'dat', 'om']"
nl,"mensen ontvangen. is Musk dat pak en strategie achter om winnaar hebben voor Ik Turner,","['pak', 'ontvangen', 'mensen', 'voor', 'ik', 'om', 'achter', 'winnaar', 'turner', 'dat', 'musk', 'hebben', 'strategie']"
nl,komt geld zei: ondernemers andere denk onafhankelijk wil niet Shellenberger hij subsidies van te zijn,"['komt', 'denk', 'niet', 'onafhankelijk', 'geld', 'zijn', 'shellenberger', 'subsidy', 'andere', 'ondernemers', 'hij', 'te', 'wil', 'zei']"
nl,"Alphabet.[3] medio al oprichtersduo blijven besluiten Brin, onderdeel belangrijke De Alphabet. meerderheid nu functie Brin","['onderdeel', 'meerderheid', 'al', 'oprichtersduo', 'functie', 'alphabet', 'medio', 'nu', 'blijven', 'belangrijke', 'brin', 'besluiten']"
nl,maakte bestuursvoorzitter bij van Op het Alphabet nam de Pichai trekt weinig van december,"['maakte', 'weinig', 'nam', 'bestuursvoorzitter', 'alphabet', 'trekt', 'op', 'het', 'pichai', 'bij']"
nl,"hij was bestuursvoorzitter en Page commissarissen Page, van handen.[3] stemrecht Inc. Alphabet, daar had dit","['dit', 'bestuursvoorzitter', 'stemrecht', 'alphabet', 'page', 'handen', 'hij', 'inc', 'commissarissen', 'daar']"
nl,media hij de de Donald werkte New zijn zeggenschap hij kreeg Donald een presenteerde Pennsylvania,"['presenteerde', 'werkte', 'zijn', 'pennsylvania', 'donald', 'zeggenschap', 'hij', 'kreeg', 'een']"
nl,"hij York. zijn werd officieel in in Staten. de veranderde Son, op het Trump Organization.","['veranderde', 'officieel', 'zijn', 'staten', 'trump', 'op', 'hij', 'son', 'het', 'werd']"
nl,& is de en in voor naar door Door Wharton ghostwriters over mediapersoonlijkheid televisieprogramma,"['wharton', 'door', 'naar', 'voor', 'mediapersoonlijkheid', 'ghostwriter', 'televisieprogramma']"
nl,dat onderhandelingen is verlies hij oktober voor met belanghebbende aangevraagd banken halen: bleven waren Hierdoor,"['aangevraagd', 'waren', 'hierdoor', 'verlies', 'belanghebbende', 'voor', 'bleven', 'banken', 'halen', 'hij', 'oktober', 'dat', 'onderhandelingen']"
nl,"nieuwe ""technische de afdwingen Zijn controle de bedrijven heeft aandelen 1991. schuldeisers in en","['controle', 'afdwingen', 'bedrijven', 'schuldeisers', 'technische', 'zijn', 'heeft', 'nieuwe', 'aandelen']"
nl,"naar failliet leningen, failliet bedrijven casino aan Trump wilden casino's persoonlijk werden terwijl voortbestaan. casinovergunning","['persoonlijk', 'bedrijven', 'wilden', 'naar', 'leningen', 'trump', 'voortbestaan', 'casinovergunning', 'terwijl', 'werden', 'casino', 'failliet', 'aan']"
nl,"casino's, nieuwe bleven Na kon gegaan, een de De niet eind de er zou","['zou', 'niet', 'bleven', 'na', 'nieuwe', 'eind', 'er', 'casino', 'een', 'gegaan', 'kon']"
nl,zou resulteren totaal Taj keer uit kwam en moeten op casino's de het zou Mahal,"['keer', 'uit', 'zou', 'taj', 'moeten', 'het', 'totaal', 'kwam', 'op', 'mahal', 'casino', 'resulteren']"
nl,"had.[17] 2011, wel zijn bron laten Trump kandidaat financiÃÂ«le dat financiÃÂ«n zien die van","['zien', 'zijn', 'trump', 'bron', 'laten', 'die', 'financiaa<<n', 'kandidaat', 'wel', 'dat', 'financiaa<<le']"
nl,"april dat de bedroeg, verklaring dan beweerde vermogen zijn aan zijn nauwelijks Hoewel in","['verklaring', 'beweerde', 'zijn', 'bedroeg', 'dan', 'nauwelijks', 'hoewel', 'dat', 'vermogen', 'aan']"
